"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-17","57","67","41",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-18","53","67","41",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-19","53","72","39",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-20","53","61","40",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-21","49","58","39",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-22","48","54","37",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-23","42","56","30",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-24","44","58","31",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-25","46","61","33",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-26","47","59","36",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-27","52","69","38",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-02-28","56","73","40",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-01","59","74","44",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-02","57","72","44",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-03","54","58","48",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-04","55","63","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-05","47","58","39",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-06","49","65","36",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-07","51","69","35",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-08","55","74","38",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-09","57","70","41",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-10","54","68","39",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-11","53","73","38",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-12","55","72","38",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-13","56","64","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-14","55","72","43",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-15","62","69","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-16","58","72","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-17","58","71","48",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-18","57","73","44",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-19","56","60","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-20","54","70","41",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-21","58","77","44",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-22","67","85","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-23","65","78","50",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-24","61","78","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-25","57","75","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-26","60","75","48",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-27","58","67","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-28","57","65","50",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-29","56","68","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-30","55","65","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-03-31","56","72","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-01","59","77","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-02","62","80","48",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-03","64","79","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-04","61","72","53",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-05","60","74","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-06","63","86","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-07","69","87","50",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-08","71","88","54",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-09","65","79","48",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-10","60","72","43",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-11","55","61","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-12","51","62","40",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-13","51","62","42",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-14","54","61","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-15","56","69","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-16","59","69","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-17","54","68","45",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-18","55","71","44",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-19","59","68","50",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-20","58","72","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-21","59","67","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-22","56","66","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-23","58","76","46",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-24","62","80","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-25","64","79","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-26","62","72","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-27","58","72","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-28","57","68","47",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-29","59","76","45",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-04-30","64","76","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-01","61","80","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-02","60","70","50",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-03","61","83","44",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-04","68","89","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-05","63","72","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-06","63","72","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-07","62","72","53",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-08","56","63","49",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-09","53","62","45",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-10","52","64","43",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-11","54","70","41",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-12","57","70","45",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-13","63","81","50",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-14","69","88","54",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-15","71","82","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-16","64","76","54",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-17","63","85","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-18","70","94","53",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-19","78","86","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-20","68","83","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-21","69","86","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-22","70","88","52",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-23","72","91","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-24","76","98","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-25","82","99","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-26","66","69","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-27","61","71","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-28","63","73","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-29","63","78","53",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-30","65","79","53",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-05-31","67","87","51",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-01","71","93","54",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-02","73","83","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-03","67","75","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-04","66","76","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-05","69","79","63",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-06","69","83","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-07","71","87","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-08","71","85","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-09","72","96","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-10","83","100","66",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-11","82","94","69",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-12","73","79","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-13","67","82","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-14","72","90","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-15","75","93","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-16","68","81","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-17","62","70","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-18","62","76","53",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-19","67","85","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-20","74","93","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-21","80","102","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-22","84","97","65",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-23","80","97","65",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-24","78","99","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-25","74","96","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-26","72","95","54",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-27","71","93","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-28","77","94","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-29","69","82","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-06-30","64","77","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-01","63","83","54",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-02","61","70","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-03","61","72","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-04","66","81","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-05","71","80","64",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-06","68","75","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-07","68","83","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-08","72","89","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-09","69","86","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-10","74","98","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-11","79","99","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-12","73","84","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-13","68","84","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-14","72","92","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-15","70","92","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-16","73","99","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-17","77","97","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-18","78","98","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-19","75","95","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-20","72","94","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-21","72","95","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-22","75","94","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-23","70","91","55",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-24","70","89","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-25","69","83","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-26","69","86","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-27","69","88","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-28","70","85","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-29","68","86","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-30","69","82","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-07-31","68","77","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-01","69","83","63",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-02","76","95","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-03","77","96","63",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-04","78","92","63",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-05","70","83","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-06","69","81","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-07","70","82","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-08","70","85","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-09","71","83","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-10","71","86","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-11","72","87","63",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-12","72","89","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-13","73","94","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-14","74","97","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-15","76","100","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-16","79","104","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-17","81","95","64",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-18","77","94","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-19","74","96","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-20","75","99","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-21","73","84","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-22","71","94","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-23","75","97","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-24","75","92","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-25","72","88","61",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-26","70","91","60",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-27","71","85","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-28","68","82","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-29","69","86","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-30","70","88","59",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-08-31","70","92","57",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-01","75","100","58",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-02","74","96","56",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-03","79","98","64",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-04","80","103","62",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-05","87","112","67",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-06","92","112","73",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-07","86","103","70",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-08","86","111","68",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-09","83","100","63",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-10","75","81","64",
"USW00023254","CONCORD BUCHANAN FIELD, CA US","2022-09-11","73",,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-01-04",,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-03-04",,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-04-11",,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-04-14",,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-04-15",,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-04-16",,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2022-06-05",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-01",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-03",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-04",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-05",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-06",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-07",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-08",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-10",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-11",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-12",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-13",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-14",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-15",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-17",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-18",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-19",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-20",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-21",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-23",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-24",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-25",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-26",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-27",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-28",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-29",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-30",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-01-31",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-01",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-02",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-03",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-04",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-05",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-06",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-07",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-08",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-09",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-10",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-11",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-12",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-13",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-14",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-15",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-16",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-17",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-18",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-19",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-20",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-21",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-22",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-23",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-24",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-25",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-26",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-27",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-02-28",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-01",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-02",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-03",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-04",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-05",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-06",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-07",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-08",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-11",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-12",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-13",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-15",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-16",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-17",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-18",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-19",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-20",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-21",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-22",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-23",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-24",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-26",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-27",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-28",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-29",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-30",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-03-31",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-01",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-03",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-04",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-05",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-06",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-07",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-08",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-09",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-10",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-12",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-13",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-14",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-16",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-17",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-18",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-19",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-20",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-21",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-22",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-24",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-25",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-26",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-27",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-28",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-29",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-04-30",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-01",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-02",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-03",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-04",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-05",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-06",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-07",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-08",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-10",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-11",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-12",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-13",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-14",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-15",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-16",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-17",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-18",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-19",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-20",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-21",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-22",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-23",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-24",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-25",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-26",,,,
"US1CASM0042","BELMONT 0.2 NW, CA US","2022-05-27",,,,
